model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,km/L,km,km/LNorm,kmNorm,gastos-en-km/L,Transmision Automatica,Transmision Manual,Transmision Semi-Automatica
 B-MAX,2017,10798,Manual,13167,Petrol,30.0,55.4,1.0,23,21190.17978,0.2745292368681863,0.07412015041318591,Bajo,0,1,0
 Focus,2013,5840,Manual,58804,Diesel,20.0,67.3,1.6,28,94635.62936,0.33349851337958375,0.33102159374929635,Bajo,0,1,0
 Fiesta,2017,9420,Semi-Auto,40792,Petrol,0.0,57.7,1.0,24,65648.19728,0.2859266600594648,0.229627794915674,Bajo,0,0,1
 Focus,2018,10870,Manual,19862,Petrol,145.0,60.1,1.0,25,31964.71108,0.2978196233894945,0.11180788543378892,Bajo,0,1,0
 Fiesta,2018,8791,Manual,13579,Petrol,150.0,64.2,1.1,27,21853.22786,0.31813676907829536,0.07643939564522302,Bajo,0,1,0
 Kuga,2014,10699,Manual,45497,Diesel,200.0,47.9,2.0,20,73220.14198,0.2373637264618434,0.2561133502960978,Bajo,0,1,0
 Ka+,2017,6699,Manual,33315,Petrol,30.0,57.7,1.2,24,53615.1621,0.2859266600594648,0.1875379973430006,Bajo,0,1,0
 C-MAX,2017,10298,Manual,40375,Diesel,150.0,68.9,1.5,29,64977.1025,0.34142715559960357,0.22728040350363649,Bajo,0,1,0
 Galaxy,2017,18498,Semi-Auto,40512,Diesel,150.0,52.3,2.0,22,65197.58208,0.2591674925668979,0.22805160883564882,Bajo,0,0,1
 Focus,2019,18798,Manual,5015,Diesel,150.0,62.8,2.0,26,8070.8401,0.311199207135778,0.02823061854045169,Bajo,0,1,0
 Fiesta,2018,10298,Manual,11552,Petrol,150.0,55.4,1.1,23,18591.09568,0.2745292368681863,0.06502893427304045,Bajo,0,1,0
 Fiesta,2015,6298,Manual,34701,Petrol,125.0,54.3,1.2,23,55845.70734,0.2690782953419227,0.19534011843912544,Bajo,0,1,0
 Focus,2017,9798,Manual,27485,Petrol,150.0,60.1,1.0,25,44232.7099,0.2978196233894945,0.1547195514624755,Bajo,0,1,0
 Kuga,2017,13298,Manual,16400,Petrol,165.0,45.6,1.5,19,26393.176,0.22596630327056494,0.0923194704014771,Bajo,0,1,0
 Focus,2018,13998,Semi-Auto,10826,Petrol,150.0,51.4,1.0,21,17422.71484,0.25470763131813673,0.06094210893697507,Bajo,0,0,1
 Focus,2016,10250,Manual,30086,Diesel,0.0,74.3,1.5,31,48418.60324,0.3681863230921705,0.16936119429870974,Bajo,0,1,0
 Focus,2017,11750,Manual,27800,Petrol,145.0,60.1,1.0,25,44739.652,0.2978196233894945,0.15649276080250388,Bajo,0,1,0
 Kuga,2019,21000,Automatic,10671,Petrol,145.0,31.0,1.5,13,17173.26714,0.15361744301288405,0.06006957735696111,Bajo,1,0,0
 Focus,2015,8000,Manual,40253,Petrol,20.0,60.1,1.0,25,64780.76302,0.2978196233894945,0.22659363671162547,Bajo,0,1,0
 Focus,2018,13500,Manual,9999,Petrol,145.0,57.7,1.0,24,16091.79066,0.2859266600594648,0.05628673076490059,Bajo,0,1,0
 Kuga,2017,16000,Manual,8543,Diesel,145.0,64.2,1.5,27,13748.59162,0.31813676907829536,0.048090563148769444,Bajo,0,1,0
 Fiesta,2014,6650,Manual,57016,Petrol,0.0,65.7,1.0,27,91758.12944,0.32556987115956393,0.3209565197811353,Bajo,0,1,0
 Focus,2016,15500,Manual,13036,Petrol,200.0,41.5,2.0,17,20979.35624,0.2056491575817641,0.07338272049717412,Bajo,0,1,0
 B-MAX,2017,12000,Manual,8589,Petrol,145.0,57.7,1.0,24,13822.62126,0.2859266600594648,0.04834950800477359,Bajo,0,1,0
 EcoSport,2017,11750,Manual,14372,Petrol,145.0,53.3,1.0,22,23129.43448,0.2641228939544103,0.08090337979329446,Bajo,0,1,0
 Fiesta,2016,11498,Semi-Auto,15411,Petrol,0.0,57.7,1.0,24,24801.53874,0.2859266600594648,0.08675215599738803,Bajo,0,0,1
 Grand C-MAX,2017,11498,Manual,36658,Diesel,150.0,64.2,1.5,27,58995.18572,0.31813676907829536,0.20635653329130169,Bajo,0,1,0
 Galaxy,2017,19298,Semi-Auto,26035,Diesel,150.0,52.3,2.0,22,41899.1669,0.2591674925668979,0.1465571592623449,Bajo,0,0,1
 Fiesta,2019,11498,Manual,5492,Petrol,150.0,48.7,1.1,20,8838.49528,0.24132804757185333,0.030915764112494647,Bajo,0,1,0
 Focus,2019,19498,Automatic,4551,Diesel,145.0,64.2,2.0,27,7324.10634,0.31813676907829536,0.025618653036409898,Bajo,1,0,0
 Ka+,2016,7698,Manual,9578,Petrol,30.0,57.7,1.2,24,15414.25852,0.2859266600594648,0.05391682240886266,Bajo,0,1,0
 Fiesta,2014,6698,Manual,35725,Petrol,30.0,54.3,1.2,23,57493.6715,0.2690782953419227,0.20110445610321764,Bajo,0,1,0
 Focus,2017,10298,Manual,18563,Petrol,150.0,60.1,1.0,25,29874.17842,0.2978196233894945,0.10449550786967192,Bajo,0,1,0
 Fiesta,2015,7410,Manual,53593,Diesel,0.0,78.5,1.5,33,86249.35862,0.38899900891972244,0.30168764495282696,Bajo,0,1,0
 EcoSport,2016,10000,Manual,40200,Petrol,125.0,52.3,1.0,22,64695.468,0.2591674925668979,0.22629528720362072,Bajo,0,1,0
 Focus,2017,15877,Manual,40454,Diesel,145.0,67.3,2.0,28,65104.240359999996,0.33349851337958375,0.22772511314764357,Bajo,0,1,0
 Fiesta,2018,11000,Manual,18039,Petrol,145.0,65.7,1.0,27,29030.88426,0.32556987115956393,0.10154578820562472,Bajo,0,1,0
 Ka+,2018,8471,Manual,18703,Petrol,145.0,48.7,1.2,20,30099.48602,0.24132804757185333,0.10528360090968453,Bajo,0,1,0
 Fiesta,2017,9312,Manual,18850,Petrol,145.0,65.7,1.0,27,30336.059,0.32556987115956393,0.10611109860169778,Bajo,0,1,0
 Fiesta,2017,9500,Manual,17226,Petrol,145.0,65.7,1.0,27,27722.49084,0.32556987115956393,0.0969692193375515,Bajo,0,1,0
 Kuga,2016,15000,Manual,29680,Diesel,145.0,54.3,2.0,23,47765.2112,0.2690782953419227,0.1670757244826732,Bajo,0,1,0
 Focus,2019,17000,Manual,3745,Petrol,145.0,60.1,1.0,25,6026.9783,0.2978196233894945,0.0210814888203373,Bajo,0,1,0
 B-MAX,2016,8498,Manual,24348,Diesel,0.0,74.4,1.5,31,39184.21032,0.3686818632309217,0.13706063813019295,Bajo,0,1,0
 C-MAX,2017,11698,Manual,22997,Petrol,145.0,55.4,1.0,23,37009.99198,0.2745292368681863,0.12945554029407128,Bajo,0,1,0
 Edge,2018,25498,Semi-Auto,19364,Diesel,145.0,47.9,2.0,20,31163.25976,0.2373637264618434,0.10900452590574407,Bajo,0,0,1
 Fiesta,2016,10298,Manual,24745,Diesel,0.0,78.5,1.5,33,39823.1183,0.38899900891972244,0.13929544482222872,Bajo,0,1,0
 Focus,2019,17998,Manual,23521,Petrol,145.0,60.1,1.0,25,37853.28614,0.2978196233894945,0.13240525995811847,Bajo,0,1,0
 Focus,2019,17498,Manual,14074,Diesel,145.0,61.4,1.5,26,22649.85116,0.3042616451932606,0.07922586746526761,Bajo,0,1,0
 Fiesta,2019,14998,Manual,8147,Petrol,145.0,60.1,1.0,25,13111.29298,0.2978196233894945,0.04586138569273378,Bajo,0,1,0
 Kuga,2015,14498,Manual,37623,Diesel,145.0,54.3,2.0,23,60548.19882,0.2690782953419227,0.21178874603138859,Bajo,0,1,0
 Galaxy,2016,13998,Manual,77495,Diesel,125.0,56.5,2.0,24,124715.8033,0.27998017839444994,0.43623764382697977,Bajo,0,1,0
 Fiesta,2016,7899,Manual,25465,Petrol,125.0,54.3,1.2,23,40981.8431,0.2690782953419227,0.14334849474229355,Bajo,0,1,0
 Focus,2017,11000,Manual,50940,Diesel,0.0,74.3,1.5,31,81979.7796,0.3681863230921705,0.28675328184458804,Bajo,0,1,0
 Focus,2015,6999,Manual,63259,Petrol,20.0,61.4,1.0,26,101805.23905999999,0.3042616451932606,0.35609984012969753,Bajo,0,1,0
 B-MAX,2014,7500,Manual,15800,Petrol,150.0,47.1,1.4,20,25427.572,0.23339940535183348,0.08894192880142307,Bajo,0,1,0
 Ka+,2017,7999,Manual,14796,Petrol,145.0,57.7,1.2,24,23811.79464,0.2859266600594648,0.08329017585733264,Bajo,0,1,0
 Fiesta,2017,8999,Manual,19300,Petrol,125.0,54.3,1.2,23,31060.262,0.2690782953419227,0.1086442548017383,Bajo,0,1,0
 Focus,2017,10950,Manual,21631,Petrol,150.0,60.1,1.0,25,34811.63354,0.2978196233894945,0.12176600391794826,Bajo,0,1,0
 Fiesta,2016,10500,Manual,19255,Diesel,0.0,78.5,1.5,33,30987.8417,0.38899900891972244,0.10839093918173426,Bajo,0,1,0
 Fiesta,2018,14750,Manual,12604,Petrol,145.0,55.4,1.0,23,20284.12136,0.2745292368681863,0.07095089054513522,Bajo,0,1,0
 Fiesta,2017,8000,Manual,16756,Petrol,125.0,54.3,1.2,23,26966.10104,0.2690782953419227,0.09432347841750917,Bajo,0,1,0
 Focus,2017,19000,Manual,11717,Petrol,145.0,41.5,2.0,17,18856.63678,0.2056491575817641,0.06595775821305533,Bajo,0,1,0
 C-MAX,2014,6750,Manual,40621,Petrol,165.0,42.8,1.6,18,65373.00014,0.2120911793855302,0.2286651955596586,Bajo,0,1,0
 Focus,2017,11500,Manual,27000,Diesel,150.0,74.3,1.5,31,43452.18,0.3681863230921705,0.15198937200243182,Bajo,0,1,0
 EcoSport,2017,8799,Manual,52333,Petrol,165.0,44.8,1.5,19,84221.59022,0.222001982160555,0.2945948075927135,Bajo,0,1,0
 Fiesta,2014,5995,Manual,58769,Petrol,0.0,65.7,1.0,27,94579.30246,0.32556987115956393,0.3308245704892932,Bajo,0,1,0
 Ka+,2017,7500,Manual,22867,Petrol,150.0,57.7,1.2,24,36800.77778,0.2859266600594648,0.12872373961405956,Bajo,0,1,0
 Focus,2017,9999,Manual,47311,Diesel,0.0,74.3,1.5,31,76139.48474,0.3681863230921705,0.2663247844002612,Bajo,0,1,0
 Fiesta,2014,8222,Manual,42102,Petrol,0.0,65.7,1.0,27,67756.43268,0.32556987115956393,0.237002094075792,Bajo,0,1,0
 B-MAX,2013,6899,Manual,31910,Diesel,20.0,70.6,1.6,30,51354.0394,0.3498513379583746,0.17962892076287407,Bajo,0,1,0
 Kuga,2017,16688,Manual,16735,Diesel,150.0,60.1,2.0,25,26932.3049,0.2978196233894945,0.09420526446150727,Bajo,0,1,0
 Focus,2014,8000,Manual,47911,Diesel,20.0,67.3,1.6,28,77105.08874,0.33349851337958375,0.26970232600031524,Bajo,0,1,0
 Ka+,2017,7495,Manual,15060,Petrol,150.0,57.7,1.2,24,24236.6604,0.2859266600594648,0.08477629416135642,Bajo,0,1,0
 Fiesta,2017,9823,Manual,28828,Petrol,145.0,65.7,1.0,27,46394.05352,0.32556987115956393,0.16227961541059646,Bajo,0,1,0
 Kuga,2014,9877,Manual,58317,Diesel,200.0,47.9,2.0,20,93851.88078,0.2373637264618434,0.3282801558172525,Bajo,0,1,0
 Focus,2017,10000,Manual,49904,Diesel,145.0,74.3,1.5,31,80312.50336,0.3681863230921705,0.28092139334849475,Bajo,0,1,0
 Focus,2017,9998,Manual,30605,Diesel,0.0,74.3,1.5,31,49253.8507,0.3681863230921705,0.17228276778275653,Bajo,0,1,0
 Focus,2019,18875,Automatic,1137,Petrol,145.0,47.9,1.5,20,1829.81958,0.2373637264618434,0.006400441332102407,Bajo,1,0,0
 Focus,2019,18000,Automatic,5770,Diesel,145.0,64.2,2.0,27,9285.8918,0.31813676907829536,0.032480691720519685,Bajo,1,0,0
 Kuga,2018,17550,Manual,16672,Diesel,145.0,64.2,1.5,27,26830.91648,0.31813676907829536,0.0938506225935016,Bajo,0,1,0
 Fiesta,2018,13766,Manual,12983,Petrol,145.0,58.9,1.0,25,20894.06122,0.2918731417244797,0.07308437098916934,Bajo,0,1,0
 Fiesta,2018,10642,Manual,16364,Petrol,145.0,65.7,1.0,27,26335.23976,0.32556987115956393,0.09211681790547387,Bajo,0,1,0
 Fiesta,2018,10463,Manual,13811,Petrol,145.0,65.7,1.0,27,22226.59474,0.32556987115956393,0.07774537839724392,Bajo,0,1,0
 Edge,2019,34000,Semi-Auto,10,Diesel,145.0,37.2,2.0,15,16.0934,0.18434093161546086,5.6292360000900674e-05,Bajo,0,0,1
 Kuga,2014,9356,Manual,42342,Diesel,145.0,53.3,2.0,22,68142.67428,0.2641228939544103,0.23835311071581367,Bajo,0,1,0
 Galaxy,2016,22000,Semi-Auto,10637,Diesel,145.0,52.3,2.0,22,17118.54958,0.2591674925668979,0.059878183332958045,Bajo,0,0,1
 Fiesta,2018,10000,Manual,32709,Petrol,145.0,65.7,1.0,27,52639.90206,0.32556987115956393,0.184126680326946,Bajo,0,1,0
 C-MAX,2016,10450,Semi-Auto,22380,Diesel,20.0,64.2,1.5,27,36017.0292,0.31813676907829536,0.1259823016820157,Bajo,0,0,1
 Focus,2013,6900,Semi-Auto,28154,Petrol,160.0,44.1,1.6,18,45309.35836,0.21853320118929634,0.15848551034653574,Bajo,0,0,1
 Focus,2016,13240,Automatic,58644,Diesel,30.0,61.4,2.0,26,94378.13496,0.3042616451932606,0.3301209159892819,Bajo,1,0,0
 Focus,2018,13195,Manual,29730,Petrol,145.0,58.9,1.0,25,47845.6782,0.2918731417244797,0.1673571862826777,Bajo,0,1,0
 Fiesta,2015,7700,Manual,11015,Petrol,125.0,54.3,1.2,23,17726.8801,0.2690782953419227,0.062006034540992086,Bajo,0,1,0
 Fiesta,2017,9600,Manual,22772,Petrol,0.0,65.7,1.0,27,36647.89048,0.32556987115956393,0.12818896219405101,Bajo,0,1,0
 S-MAX,2015,14460,Automatic,30981,Diesel,145.0,52.3,2.0,22,49858.96254,0.2591674925668979,0.17439936051879038,Bajo,1,0,0
 Focus,2020,16975,Automatic,293,Diesel,145.0,54.3,1.5,23,471.53661999999997,0.2690782953419227,0.0016493661480263897,Bajo,1,0,0
 Fiesta,2018,11699,Manual,36928,Petrol,150.0,62.8,1.0,26,59429.707519999996,0.311199207135778,0.207876427011326,Bajo,0,1,0
 Focus,2016,9399,Manual,14944,Petrol,20.0,60.1,1.0,25,24049.97696,0.2978196233894945,0.08412330278534597,Bajo,0,1,0
 Tourneo Connect,2016,13250,Automatic,36145,Diesel,125.0,56.6,1.5,24,58169.5943,0.2804757185332012,0.20346873522325548,Bajo,1,0,0
 Fiesta,2017,10980,Manual,18982,Petrol,150.0,65.7,1.0,27,30548.49188,0.32556987115956393,0.10685415775370967,Bajo,0,1,0
 Fiesta,2017,7999,Manual,36987,Petrol,145.0,54.3,1.2,23,59524.65858,0.2690782953419227,0.20820855193533133,Bajo,0,1,0
 B-MAX,2015,7250,Semi-Auto,47360,Petrol,160.0,44.1,1.6,18,76218.3424,0.21853320118929634,0.26660061696426557,Bajo,0,0,1
 Fiesta,2017,8500,Manual,45345,Petrol,145.0,65.7,1.0,27,72975.5223,0.32556987115956393,0.2552577064240841,Bajo,0,1,0
 Focus,2014,7250,Manual,40412,Petrol,30.0,56.5,1.0,24,65036.64808,0.27998017839444994,0.2274886852356398,Bajo,0,1,0
 Fiesta,2017,10500,Manual,29533,Petrol,20.0,62.8,1.0,26,47528.63822,0.311199207135778,0.16624822679065995,Bajo,0,1,0
 Focus,2016,15500,Manual,13036,Petrol,200.0,41.5,2.0,17,20979.35624,0.2056491575817641,0.07338272049717412,Bajo,0,1,0
 Fiesta,2017,10998,Manual,12790,Petrol,145.0,62.8,1.0,26,20583.458599999998,0.311199207135778,0.07199792844115195,Bajo,0,1,0
 Fiesta,2016,9998,Manual,19504,Petrol,20.0,62.8,1.0,26,31388.56736,0.311199207135778,0.10979261894575668,Bajo,0,1,0
 Edge,2018,22998,Semi-Auto,9343,Diesel,145.0,47.9,2.0,20,15036.06362,0.2373637264618434,0.052593951948841505,Bajo,0,0,1
 Focus,2015,7690,Manual,46306,Petrol,20.0,61.4,1.0,26,74522.09804,0.3042616451932606,0.26066740222017065,Bajo,0,1,0
 Fiesta,2017,10990,Manual,18487,Petrol,145.0,65.7,1.0,27,29751.86858,0.32556987115956393,0.10406768593366507,Bajo,0,1,0
 Focus,2015,8490,Manual,48547,Diesel,0.0,74.3,1.5,31,78128.62898,0.3681863230921705,0.2732825200963725,Bajo,0,1,0
 Fiesta,2017,9990,Manual,21047,Petrol,145.0,65.7,1.0,27,33871.77898,0.32556987115956393,0.11847853009389565,Bajo,0,1,0
 Fiesta,2018,13990,Manual,14752,Petrol,145.0,65.7,1.0,27,23740.98368,0.32556987115956393,0.08304248947332868,Bajo,0,1,0
 Ka+,2017,7495,Manual,22364,Petrol,145.0,57.7,1.2,24,35991.27976,0.2859266600594648,0.12589223390601426,Bajo,0,1,0
 Fiesta,2018,8930,Manual,38151,Petrol,145.0,65.7,1.0,27,61397.93034,0.32556987115956393,0.21476098263943616,Bajo,0,1,0
 Fiesta,2018,11491,Manual,15341,Petrol,145.0,65.7,1.0,27,24688.88494,0.32556987115956393,0.08635810947738172,Bajo,0,1,0
 B-MAX,2015,6777,Manual,30544,Petrol,30.0,55.4,1.0,23,49155.68096,0.2745292368681863,0.17193938438675102,Bajo,0,1,0
 Focus,2018,14591,Manual,37880,Petrol,145.0,60.1,1.0,25,60961.7992,0.2978196233894945,0.21323545968341176,Bajo,0,1,0
 Focus,2016,9999,Manual,27977,Diesel,0.0,74.3,1.5,31,45024.50518,0.3681863230921705,0.15748913557451982,Bajo,0,1,0
 Fiesta,2017,10999,Manual,22612,Petrol,150.0,65.7,1.0,27,36390.39608,0.32556987115956393,0.1272882844340366,Bajo,0,1,0
 Fiesta,2013,5000,Manual,56497,Petrol,30.0,54.3,1.2,23,90922.88198,0.2690782953419227,0.31803494629708856,Bajo,0,1,0
 Kuga,2016,14133,Semi-Auto,28896,Diesel,150.0,52.3,2.0,22,46503.48864,0.2591674925668979,0.1626624034586026,Bajo,0,0,1
 Fiesta,2017,9417,Manual,35731,Petrol,150.0,62.8,1.0,26,57503.32754,0.311199207135778,0.2011382315192182,Bajo,0,1,0
 Focus,2018,14581,Manual,15535,Diesel,145.0,80.7,1.5,34,25001.0969,0.39990089197224976,0.0874501812613992,Mediano,0,1,0
 Mondeo,2016,9840,Manual,47219,Diesel,20.0,67.3,2.0,28,75991.42546,0.33349851337958375,0.2658068946882529,Bajo,0,1,0
 S-MAX,2015,14620,Manual,30098,Diesel,125.0,43.5,2.0,18,48437.91532,0.2155599603567889,0.16942874513071085,Bajo,0,1,0
 Focus,2016,10141,Manual,42792,Diesel,20.0,70.6,2.0,30,68866.87728,0.3498513379583746,0.24088626691585416,Bajo,0,1,0
 Kuga,2017,16190,Manual,16814,Diesel,145.0,64.2,1.5,27,27059.442759999998,0.31813676907829536,0.09464997410551439,Bajo,0,1,0
 Fiesta,2016,7760,Manual,38914,Petrol,0.0,65.7,1.0,27,62625.85676,0.32556987115956393,0.2190560897075049,Bajo,0,1,0
 Fiesta,2019,16280,Manual,7512,Petrol,145.0,55.4,1.0,23,12089.36208,0.2745292368681863,0.04228682083267659,Bajo,0,1,0
 Focus,2018,12600,Manual,35211,Diesel,145.0,74.3,1.5,31,56666.47074,0.3681863230921705,0.19821102879917135,Bajo,0,1,0
 Focus,2014,6991,Manual,57483,Diesel,20.0,67.3,1.6,28,92509.69122,0.33349851337958375,0.3235853729931773,Bajo,0,1,0
 Fiesta,2014,6991,Manual,21020,Petrol,30.0,54.3,1.2,23,33828.3268,0.2690782953419227,0.11832654072189323,Bajo,0,1,0
 Focus,2013,5397,Manual,80146,Diesel,20.0,67.3,1.6,28,128982.16364,0.33349851337958375,0.4511607484632185,Bajo,0,1,0
 Kuga,2017,15999,Manual,31065,Diesel,145.0,54.3,2.0,23,49994.1471,0.2690782953419227,0.17487221634279795,Bajo,0,1,0
 Fiesta,2014,8999,Manual,29893,Petrol,0.0,65.7,1.0,27,48108.00062,0.32556987115956393,0.16827475175069237,Bajo,0,1,0
 Mondeo,2017,12490,Manual,36139,Diesel,145.0,64.2,2.0,27,58159.93826,0.31813676907829536,0.20343495980725496,Bajo,0,1,0
 Mondeo,2017,12599,Manual,27776,Diesel,145.0,64.2,2.0,27,44701.02784,0.31813676907829536,0.15635765913850172,Bajo,0,1,0
 Mondeo,2017,12480,Manual,32140,Diesel,145.0,64.2,2.0,27,51724.1876,0.31813676907829536,0.18092364504289477,Bajo,0,1,0
 Fiesta,2016,8230,Manual,50784,Petrol,0.0,65.7,1.0,27,81728.72256,0.32556987115956393,0.285875121028574,Bajo,0,1,0
 Focus,2015,8250,Manual,64734,Diesel,0.0,74.3,1.5,31,104179.01556,0.3681863230921705,0.3644029632298304,Bajo,0,1,0
 Mondeo,2017,11990,Manual,25490,Diesel,145.0,67.3,2.0,28,41022.0766,0.33349851337958375,0.14348922564229583,Bajo,0,1,0
 B-MAX,2014,7200,Semi-Auto,32318,Petrol,160.0,44.1,1.6,18,52010.65012,0.21853320118929634,0.1819256490509108,Bajo,0,0,1
 Mondeo,2016,9850,Manual,60668,Diesel,0.0,78.5,1.5,33,97635.43912,0.38899900891972244,0.3415144896534642,Bajo,0,1,0
 KA,2014,4290,Manual,45201,Petrol,30.0,57.7,1.2,24,72743.77734,0.2859266600594648,0.25444709644007113,Bajo,0,1,0
 Fiesta,2017,8000,Manual,13369,Petrol,125.0,54.3,1.2,23,21515.26646,0.2690782953419227,0.0752572560852041,Bajo,0,1,0
 Grand C-MAX,2015,9797,Semi-Auto,40521,Diesel,125.0,56.5,2.0,24,65212.06614,0.27998017839444994,0.22810227195964963,Bajo,0,0,1
 B-MAX,2014,6890,Manual,29431,Diesel,20.0,68.9,1.5,29,47364.48554,0.34142715559960357,0.16567404471865077,Bajo,0,1,0
 EcoSport,2017,8890,Manual,22709,Petrol,145.0,44.8,1.5,19,36546.50206,0.222001982160555,0.12783432032604533,Bajo,0,1,0
 Grand C-MAX,2013,7690,Manual,36270,Diesel,125.0,60.1,1.6,25,58370.7618,0.2978196233894945,0.20417238972326673,Bajo,0,1,0
 Kuga,2017,18497,Automatic,13128,Diesel,145.0,54.3,2.0,23,21127.41552,0.2690782953419227,0.0739006102091824,Bajo,1,0,0
 Mondeo,2017,12890,Manual,65040,Diesel,30.0,62.8,2.0,26,104671.4736,0.311199207135778,0.366125509445858,Bajo,0,1,0
 Mondeo,2016,11591,Manual,29573,Diesel,20.0,68.9,2.0,29,47593.01182,0.34142715559960357,0.16647339623066357,Bajo,0,1,0
 EcoSport,2017,9990,Manual,12000,Petrol,150.0,53.3,1.0,22,19312.079999999998,0.2641228939544103,0.06755083200108081,Bajo,0,1,0
 Focus,2016,8990,Manual,53500,Diesel,0.0,74.3,1.5,31,86099.69,0.3681863230921705,0.3011641260048186,Bajo,0,1,0
 Focus,2016,9463,Manual,39275,Diesel,0.0,74.3,1.5,31,63206.8285,0.3681863230921705,0.2210882439035374,Bajo,0,1,0
 Tourneo Connect,2016,10873,Automatic,56892,Diesel,125.0,56.6,1.5,24,91558.57128,0.2804757185332012,0.3202584945171241,Bajo,1,0,0
 Kuga,2017,10987,Manual,33627,Diesel,30.0,64.2,1.5,27,54117.27618,0.31813676907829536,0.1892943189750287,Bajo,0,1,0
 Ka+,2017,6968,Manual,23745,Petrol,30.0,57.7,1.2,24,38213.7783,0.2859266600594648,0.13366620882213864,Bajo,0,1,0
 Fiesta,2015,7995,Manual,8700,Petrol,125.0,54.3,1.2,23,14001.258,0.2690782953419227,0.04897435320078359,Bajo,0,1,0
 Ka+,2017,6995,Manual,22653,Petrol,145.0,57.7,1.2,24,36456.37902,0.2859266600594648,0.1275190831100403,Bajo,0,1,0
 Fiesta,2013,7495,Manual,36700,Petrol,0.0,65.7,1.0,27,59062.778,0.32556987115956393,0.20659296120330548,Bajo,0,1,0
 Fiesta,2017,8999,Manual,12850,Petrol,145.0,65.7,1.0,27,20680.019,0.32556987115956393,0.07233568260115737,Bajo,0,1,0
 Fiesta,2018,8997,Manual,24046,Petrol,145.0,65.7,1.0,27,38698.18964,0.32556987115956393,0.13536060885816575,Bajo,0,1,0
 Fiesta,2018,11250,Manual,21666,Petrol,145.0,56.5,1.0,24,34867.96044,0.27998017839444994,0.1219630271779514,Bajo,0,1,0
 Fiesta,2018,10770,Manual,31306,Petrol,145.0,56.5,1.0,24,50381.99804,0.27998017839444994,0.17622886221881964,Bajo,0,1,0
 Fiesta,2017,7890,Manual,39876,Petrol,0.0,65.7,1.0,27,64174.04184,0.32556987115956393,0.22447141473959153,Bajo,0,1,0
 Fiesta,2016,8950,Manual,10864,Petrol,125.0,54.3,1.2,23,17483.86976,0.2690782953419227,0.0611560199049785,Bajo,0,1,0
 Focus,2017,9500,Manual,25887,Diesel,0.0,74.3,1.5,31,41660.98458,0.3681863230921705,0.14572403233433157,Bajo,0,1,0
 Focus,2017,15187,Manual,17981,Diesel,20.0,67.3,2.0,28,28937.54254,0.33349851337958375,0.10121929251761949,Bajo,0,1,0
 Fiesta,2017,8450,Manual,29193,Petrol,125.0,54.3,1.2,23,46981.46262,0.2690782953419227,0.16433428655062934,Bajo,0,1,0
 Fiesta,2014,6700,Manual,47000,Petrol,0.0,65.7,1.0,27,75638.98,0.32556987115956393,0.26457409200423315,Bajo,0,1,0
 Focus,2016,15200,Manual,15440,Diesel,20.0,67.3,2.0,28,24848.2096,0.33349851337958375,0.08691540384139064,Bajo,0,1,0
 Kuga,2016,15512,Manual,15641,Diesel,145.0,54.3,2.0,23,25171.68694,0.2690782953419227,0.08804688027740874,Bajo,0,1,0
 Mondeo,2017,15822,Automatic,13402,Diesel,125.0,58.9,2.0,25,21568.37468,0.2918731417244797,0.07544302087320709,Bajo,1,0,0
 Fiesta,2018,10360,Manual,39478,Petrol,145.0,56.5,1.0,24,63533.52452,0.27998017839444994,0.22223097881155568,Bajo,0,1,0
 S-MAX,2015,14950,Manual,24421,Petrol,160.0,43.5,1.5,18,39301.69214,0.2155599603567889,0.13747157235819954,Bajo,0,1,0
 EcoSport,2018,14750,Manual,7709,Petrol,145.0,54.3,1.0,23,12406.40206,0.2690782953419227,0.04339578032469433,Bajo,0,1,0
 Fiesta,2017,8500,Manual,13196,Petrol,0.0,65.7,1.0,27,21236.85064,0.32556987115956393,0.07428339825718853,Bajo,0,1,0
 Focus,2018,12090,Automatic,12279,Petrol,145.0,51.4,1.0,21,19761.08586,0.25470763131813673,0.06912138884510594,Bajo,1,0,0
 Fiesta,2015,7250,Manual,19913,Petrol,0.0,65.7,1.0,27,32046.78742,0.32556987115956393,0.11209497646979351,Bajo,0,1,0
 Focus,2018,14480,Manual,13807,Petrol,145.0,58.9,1.0,25,22220.15738,0.2918731417244797,0.07772286145324356,Bajo,0,1,0
 Focus,2016,10660,Manual,18560,Diesel,0.0,74.3,1.5,31,29869.3504,0.3681863230921705,0.10447862016167166,Bajo,0,1,0
 C-MAX,2014,9500,Semi-Auto,30124,Diesel,165.0,50.4,2.0,21,48479.75816,0.24975222993062438,0.16957510526671318,Bajo,0,0,1
 Focus,2017,11000,Manual,28840,Petrol,20.0,60.1,1.0,25,46413.3656,0.2978196233894945,0.16234716624259754,Bajo,0,1,0
 Focus,2015,8682,Manual,35938,Petrol,20.0,61.4,1.0,26,57836.46092,0.3042616451932606,0.20230348337123683,Bajo,0,1,0
 Fiesta,2017,14932,Manual,5696,Petrol,145.0,65.7,1.0,27,9166.80064,0.32556987115956393,0.03206412825651302,Bajo,0,1,0
 Kuga,2014,10582,Manual,38547,Diesel,145.0,53.3,2.0,22,62035.22898,0.2641228939544103,0.21699016009547184,Bajo,0,1,0
